68.875	23.125	0.61
68.875	23.375	0.5
68.875	23.625	0.59
69.125	22.125	0.49
69.125	22.375	0.66
69.125	23.125	0.79
69.375	22.125	0.67
69.375	23.125	0.78
69.375	23.375	0.63
69.625	21.875	0.63
69.625	22.125	0.61
69.625	23.125	0.49
69.625	23.375	0.31
69.625	23.875	0.78
69.875	21.625	0.78
69.875	21.875	0.86
69.875	22.125	0.6
69.875	22.375	0.74
69.875	23.125	0.71
69.875	23.375	0.87
70.125	21.375	0.79
70.125	21.625	0.78
70.125	21.875	0.68
70.125	22.125	0.9
70.125	22.375	0.83
70.125	23.125	0.42
70.125	23.875	0.59
70.375	21.125	0.72
70.375	21.375	0.65
70.375	21.625	0.73
70.375	22.125	0.71
70.375	22.375	0.86
70.375	22.625	0.85
70.375	23.375	0.8
70.625	21.125	0.67
70.625	21.375	0.59
70.625	21.625	0.77
70.625	21.875	0.9
70.625	22.125	0.89
70.625	22.375	0.78
70.625	22.625	0.84
70.625	22.875	0.77
70.625	23.375	0.43
70.625	23.625	0.25
70.875	20.875	0.21
70.875	21.375	0.62
70.875	21.625	0.58
70.875	21.875	0.73
70.875	22.125	0.63
70.875	22.375	0.34
70.875	22.625	0.65
70.875	22.875	0.67
70.875	23.125	0.62
70.875	23.375	0.52
70.875	25.875	0.28
71.125	21.125	0.49
71.125	21.625	0.58
71.125	21.875	0.56
71.125	22.125	0.58
71.125	22.375	0.54
71.125	22.875	0.51
71.125	23.125	0.49
71.125	25.875	0.7
71.375	21.125	0.35
71.375	21.375	0.62
71.375	21.625	0.67
71.375	21.875	0.67
71.375	22.125	0.63
71.375	22.625	0.77
71.375	22.875	0.56
71.375	23.125	0.45
71.375	25.625	0.28
71.375	26.625	0.24
71.625	21.375	0.66
71.625	21.625	0.76
71.625	21.875	0.74
71.625	22.125	0.39
71.625	22.375	0.66
71.625	22.625	0.74
71.625	22.875	0.7
71.625	23.125	0.61
71.625	23.375	0.74
71.625	24.375	0.01
71.625	26.625	0.51
71.625	26.875	0.64
71.875	21.375	0.79
71.875	21.625	0.73
71.875	21.875	0.59
71.875	22.125	0.55
71.875	22.375	0.62
71.875	22.625	0.6
71.875	22.875	0.5
71.875	23.125	0.68
71.875	23.375	0.57
71.875	23.625	0.58
71.875	24.625	0.01
71.875	26.125	0.46
71.875	26.375	0.55
71.875	26.875	0.27
71.875	27.375	0.24
72.125	22.125	0.83
72.125	22.375	0.69
72.125	23.125	0.74
72.125	23.375	0.67
72.125	23.625	0.53
72.125	28.125	0.01
72.375	23.125	0.63
72.375	23.375	0.66
72.375	23.625	0.74
72.375	23.875	0.69
72.375	24.375	0.59
72.375	27.375	0.54
72.375	27.875	0.07
72.375	28.375	0.42
72.625	22.625	0.5
72.625	23.875	0.34
72.625	24.125	0.6
72.625	24.375	0.63
72.625	24.625	0.72
72.625	24.875	0.73
72.875	19.375	0.19
72.875	19.625	0.01
72.875	19.875	0.25
72.875	20.125	0.32
72.875	20.875	0.45
72.875	21.125	0.76
72.875	21.375	0.81
72.875	21.625	0.63
72.875	21.875	0.5
72.875	22.125	0.55
72.875	22.375	0.49
72.875	22.625	0.42
72.875	22.875	0.54
72.875	23.625	0.69
72.875	24.375	0.39
72.875	24.875	0.79
72.875	26.125	0.6
73.125	18.375	0
73.125	18.625	0.11
73.125	18.875	0.24
73.125	19.375	0.06
73.125	19.625	0.01
73.125	19.875	0.01
73.125	20.125	0.1
73.125	20.375	0.25
73.125	20.625	0.37
73.125	20.875	0.64
73.125	21.125	0.62
73.125	21.375	0.56
73.125	21.625	0.54
73.125	22.375	0.67
73.125	22.625	0.66
73.125	22.875	0.59
73.125	23.125	0.67
73.125	23.375	0.78
73.125	23.625	0.76
73.125	23.875	0.78
73.125	24.125	0.75
73.125	25.125	0.84
73.125	26.375	0.79
73.375	16.875	0.07
73.375	17.125	0.4
73.375	17.375	0.42
73.375	17.625	0.42
73.375	17.875	0.52
73.375	18.125	0.29
73.375	18.375	0.01
73.375	18.875	0.11
73.375	19.125	0.01
73.375	19.375	0.01
73.375	19.875	0.27
73.375	20.125	0.41
73.375	20.625	0.2
73.375	20.875	0.42
73.375	21.125	0.41
73.375	21.375	0.66
73.375	21.625	0.68
73.375	21.875	0.27
73.375	22.125	0.45
73.375	22.375	0.78
73.375	22.625	0.43
73.375	22.875	0.78
73.375	23.125	0.78
73.375	23.375	0.67
73.375	23.625	0.79
73.375	23.875	0.75
73.375	24.125	0.65
73.375	24.875	0.64
73.375	25.125	0.31
73.375	25.625	0.7
73.375	26.375	0.01
73.375	26.625	0.5
73.375	29.625	0.74
73.625	16.125	0.23
73.625	16.375	0.33
73.625	16.625	0.35
73.625	16.875	0.59
73.625	17.125	0.48
73.625	17.375	0.14
73.625	17.625	0.15
73.625	17.875	0.28
73.625	18.125	0.48
73.625	18.375	0.41
73.625	18.625	0.2
73.625	19.375	0.01
73.625	19.625	0.04
73.625	19.875	0.14
73.625	20.125	0.26
73.625	20.375	0.01
73.625	20.625	0.4
73.625	20.875	0.64
73.625	21.125	0.43
73.625	21.625	0.43
73.625	21.875	0.57
73.625	22.125	0.71
73.625	22.375	0.75
73.625	22.625	0.8
73.625	22.875	0.75
73.625	23.125	0.79
73.625	23.625	0.65
73.625	23.875	0.66
73.625	24.125	0.42
73.625	24.375	0.75
73.625	24.625	0.87
73.625	25.125	0.69
73.625	29.625	0.74
73.625	29.875	0.86
73.875	15.625	0.59
73.875	15.875	0.44
73.875	16.125	0.38
73.875	16.375	0.11
73.875	16.625	0.28
73.875	16.875	0.34
73.875	17.125	0.72
73.875	17.375	0.36
73.875	17.875	0.54
73.875	18.125	0.4
73.875	18.375	0.25
73.875	18.625	0.4
73.875	18.875	0.35
73.875	19.125	0.5
73.875	19.375	0.48
73.875	19.625	0.19
73.875	20.125	0.28
73.875	20.375	0.22
73.875	20.625	0.41
73.875	20.875	0.15
73.875	21.125	0.57
73.875	21.625	0.48
73.875	21.875	0.23
73.875	22.125	0.81
73.875	22.375	0.83
73.875	22.625	0.78
73.875	22.875	0.84
73.875	23.125	0.75
73.875	23.875	0.63
73.875	24.125	0.51
73.875	24.875	0.81
73.875	25.125	0.78
73.875	25.375	0.84
73.875	25.625	0.84
73.875	28.625	0.14
73.875	29.625	0.84
74.125	15.875	0.3
74.125	16.125	0.45
74.125	16.375	0.28
74.125	16.625	0.24
74.125	16.875	0.01
74.125	17.125	0.56
74.125	17.375	0.47
74.125	17.625	0.65
74.125	17.875	0.47
74.125	18.125	0.07
74.125	18.375	0.35
74.125	18.625	0.48
74.125	18.875	0.3
74.125	19.125	0.33
74.125	19.375	0.39
74.125	19.625	0.38
74.125	19.875	0.29
74.125	20.125	0.16
74.125	20.375	0.72
74.125	20.625	0.68
74.125	20.875	0.59
74.125	21.125	0.6
74.125	21.375	0.59
74.125	21.625	0.66
74.125	22.125	0.74
74.125	22.375	0.7
74.125	22.625	0.74
74.125	22.875	0.76
74.125	23.125	0.83
74.125	23.875	0.59
74.125	24.625	0.64
74.125	25.125	0.48
74.125	25.375	0.82
74.125	25.625	0.79
74.125	25.875	0.78
74.125	26.125	0.13
74.125	29.875	0.83
74.125	30.125	0.33
74.375	14.875	0.58
74.375	15.125	0.54
74.375	15.375	0.76
74.375	15.625	0.7
74.375	15.875	0.33
74.375	16.125	0.53
74.375	16.375	0.61
74.375	16.625	0.81
74.375	16.875	0.66
74.375	17.125	0.41
74.375	17.625	0.45
74.375	17.875	0.52
74.375	18.125	0.38
74.375	18.375	0.14
74.375	18.875	0.01
74.375	19.625	0.26
74.375	19.875	0.48
74.375	20.125	0.71
74.375	20.625	0.57
74.375	20.875	0.5
74.375	21.375	0.68
74.375	22.125	0.65
74.375	22.375	0.66
74.375	22.625	0.81
74.375	22.875	0.59
74.375	24.375	0.77
74.375	25.125	0.78
74.375	25.625	0.71
74.375	26.125	0.84
74.375	27.625	0.01
74.375	29.875	0.88
74.375	30.125	0.01
74.375	30.625	0.34
74.625	14.125	0.19
74.625	14.375	0.4
74.625	14.625	0.5
74.625	15.625	0.38
74.625	15.875	0.58
74.625	16.125	0.55
74.625	16.375	0.61
74.625	16.625	0.56
74.625	17.125	0.7
74.625	17.875	0.44
74.625	18.125	0.53
74.625	18.625	0.5
74.625	19.125	0.06
74.625	19.375	0.64
74.625	19.625	0.36
74.625	20.125	0.64
74.625	20.375	0.68
74.625	20.625	0.64
74.625	20.875	0.51
74.625	21.125	0.82
74.625	22.375	0.59
74.625	22.625	0.59
74.625	22.875	0.75
74.625	23.125	0.62
74.625	23.375	0.7
74.625	25.375	0.58
74.625	25.625	0.7
74.625	25.875	0.73
74.625	26.125	0.8
74.625	27.375	0.1
74.625	27.625	0.49
74.625	29.375	0.01
74.625	29.625	0.36
74.625	29.875	0.19
74.625	30.125	0.2
74.625	30.375	0.57
74.625	30.625	0.63
74.625	30.875	0.43
74.625	32.875	0.48
74.875	13.625	0.43
74.875	13.875	0.44
74.875	14.125	0.22
74.875	14.375	0.44
74.875	14.625	0.78
74.875	15.125	0.56
74.875	15.375	0.37
74.875	15.875	0.39
74.875	16.125	0.39
74.875	16.375	0.36
74.875	16.625	0.62
74.875	16.875	0.29
74.875	17.125	0.57
74.875	17.625	0.55
74.875	18.875	0.04
74.875	19.125	0.34
74.875	19.375	0.46
74.875	19.875	0.82
74.875	20.125	0.71
74.875	20.875	0.62
74.875	21.125	0.79
74.875	21.375	0.63
74.875	21.625	0.45
74.875	22.125	0.83
74.875	22.625	0.43
74.875	23.125	0.62
74.875	23.375	0.64
74.875	24.375	0.77
74.875	24.625	0.68
74.875	25.375	0.88
74.875	25.625	0.62
74.875	26.375	0.72
74.875	28.375	0.32
74.875	29.625	0.01
74.875	29.875	0.01
74.875	30.125	0.4
74.875	30.375	0.01
74.875	30.625	0.01
74.875	32.625	0.57
74.875	32.875	0.62
74.875	33.125	0.23
75.125	12.375	0.69
75.125	12.625	0.55
75.125	12.875	0.37
75.125	13.125	0.19
75.125	13.375	0.41
75.125	13.625	0.28
75.125	13.875	0.65
75.125	14.125	0.4
75.125	14.375	0.4
75.125	14.625	0.83
75.125	14.875	0.34
75.125	15.625	0.29
75.125	15.875	0.37
75.125	16.125	0.29
75.125	16.625	0.56
75.125	16.875	0.66
75.125	17.125	0.73
75.125	17.375	0.32
75.125	17.625	0.73
75.125	17.875	0.61
75.125	18.125	0.52
75.125	19.625	0.76
75.125	20.125	0.67
75.125	20.375	0.69
75.125	20.625	0.75
75.125	20.875	0.71
75.125	21.125	0.59
75.125	21.375	0.62
75.125	21.625	0.71
75.125	21.875	0.74
75.125	22.375	0.8
75.125	22.625	0.7
75.125	22.875	0.7
75.125	23.125	0.76
75.125	23.625	0.89
75.125	23.875	0.8
